Gene stable ID,Chromosome/scaffold name,Gene start (bp),Gene end (bp),NCBI gene ID
ENSG00000042304,2,227610090,227648606,56918
ENSG00000249715,2,96642737,96704887,90342
ENSG00000114982,2,96593170,96642787,55683
ENSG00000144339,2,191949043,192195709,23671
ENSG00000168497,2,191834302,191847255,8436
ENSG00000168955,2,227362156,227381995,79853
ENSG00000079246,2,216107464,216206303,7520
ENSG00000115504,2,62673851,63046487,23301
ENSG00000144115,2,88170295,88186636,55258
ENSG00000172086,2,88027205,88055729,51315
ENSG00000115484,2,61868089,61888804,10575
ENSG00000135905,2,224765090,225042445,55619
ENSG00000152253,2,168834132,168913371,57405
ENSG00000115085,2,97713560,97739862,7535
ENSG00000163121,2,96497643,96508109,93082
ENSG00000152256,2,172555373,172608669,5163
ENSG00000237524,2,126898882,126902097,101929926
ENSG00000257207,2,110402934,110473075,
ENSG00000144063,2,110083870,110116566,7851
ENSG00000284337,2,109898432,109968557,
ENSG00000115602,2,102311502,102352037,9173
ENSG00000119812,2,33583658,33599382,25940
ENSG00000074582,2,218658764,218663443,617
ENSG00000115556,2,218607765,218637184,84812
ENSG00000163072,2,168786539,168865514,115677
ENSG00000187957,2,229357629,229714558,92737
ENSG00000138071,2,65227753,65271253,10097
ENSG00000115137,2,24943636,24972094,51277
ENSG00000115363,2,75469302,75569722,84141
ENSG00000127837,2,218264123,218270257,14
ENSG00000115290,2,164492812,164621848,2888
ENSG00000032389,2,3188925,3377882,7260
ENSG00000197329,2,64092652,64144454,57162
ENSG00000068615,2,86213993,86338083,65055
ENSG00000155066,2,95274453,95291308,150696
ENSG00000163328,2,174431571,174487094,151556
ENSG00000178074,2,199911256,199955935,205327
ENSG00000276087,2,24124366,24190436,
ENSG00000153827,2,229763838,229923239,9320
ENSG00000091409,2,172427354,172506282,3655
ENSG00000187123,2,149329985,149474148,130574
ENSG00000178662,2,165469647,165689407,80034
ENSG00000066032,2,79185231,80648861,1496
ENSG00000168758,2,96859716,96870757,54910
ENSG00000115561,2,86503431,86563479,51652
ENSG00000138080,2,27078567,27086408,11117
ENSG00000228474,2,27070472,27071773,100128731
ENSG00000144579,2,218398256,218405941,58190
ENSG00000138375,2,216412414,216483053,50485
ENSG00000186854,2,84821650,84907008,129293
ENSG00000186854,2,84821650,84907008,105374836
ENSG00000121152,2,96335787,96373845,23397
ENSG00000115844,2,172099439,172102900,1746
ENSG00000163586,2,88122982,88128116,2168
ENSG00000115423,2,84516455,84819589,1768
ENSG00000169432,2,166195185,166375993,6335
ENSG00000144028,2,96274336,96305515,23020
ENSG00000075340,2,70607618,70768225,119
ENSG00000274286,2,96112875,96116245,151
ENSG00000235118,2,206642418,206649449,200726
ENSG00000163535,2,200510008,200583782,151246
ENSG00000232125,2,206651621,206718396,391475
ENSG00000186132,2,119302225,119366828,130355
ENSG00000182551,2,3497361,3519736,55256
ENSG00000198130,2,190189735,190344193,26275
ENSG00000115138,2,25160853,25168903,5443
ENSG00000198914,2,104855511,104858574,5455
ENSG00000138400,2,206737763,206765547,130752
ENSG00000152056,2,223751686,223838027,130340
ENSG00000183281,2,87002559,87021852,5343
ENSG00000118246,2,206765357,206792509,22868
ENSG00000172116,2,86815339,86861924,926
ENSG00000172116,2,86815339,86861924,927
ENSG00000158158,2,96760902,96811891,26504
ENSG00000187699,2,189879609,190203484,84281
ENSG00000115966,2,175072250,175168382,1386
ENSG00000172023,2,79085030,79088019,5968
ENSG00000163126,2,96824526,96857934,200539
ENSG00000255767,2,3531984,3547957,
ENSG00000187627,2,86907953,87013976,400966
ENSG00000171865,2,3544793,3558616,246243
ENSG00000155368,2,119366921,119372560,1622
ENSG00000168763,2,96816245,96833911,26505
ENSG00000135972,2,105037983,105099960,64965
ENSG00000213337,2,96836611,96858095,51239
ENSG00000065548,2,186486156,186509363,55854
ENSG00000115239,2,53532672,53787610,51130
ENSG00000168883,2,85602856,85649282,10713
ENSG00000068697,2,20032650,20052028,9741
ENSG00000076003,2,135839626,135876426,4175
ENSG00000135902,2,232525993,232536667,1144
ENSG00000075886,2,131476093,131482934,113457
ENSG00000171094,2,29192774,29921566,238
ENSG00000003137,2,72129238,72148038,56603
ENSG00000240857,2,18554723,18560680,57665
ENSG00000143882,2,10721649,10785110,245973
ENSG00000187605,2,73986404,74108176,200424
ENSG00000115226,2,27491883,27495245,64838
ENSG00000221961,2,240041813,240042982,
ENSG00000188011,2,241869600,241873823,285093
ENSG00000144580,2,218568580,218597080,9125
ENSG00000123609,2,151270465,151290057,9111
ENSG00000172318,2,167868948,167874041,8708
ENSG00000075568,2,97756333,97995891,23505
ENSG00000153107,2,111766271,111884690,64682
ENSG00000184898,2,151247940,151261879,375287
ENSG00000284667,2,227666804,227667061,
ENSG00000172071,2,88556741,88627576,9451
ENSG00000214336,2,88446787,88452656,344167
ENSG00000172073,2,88524651,88529584,200523
ENSG00000168288,2,149569634,149587816,27249
ENSG00000162869,2,48440598,48515391,129285
ENSG00000197756,2,216498189,216579180,6168
ENSG00000173559,2,191678068,191696659,64859
ENSG00000240344,2,200870907,200889303,53938
ENSG00000013441,2,200853009,200864744,1195
ENSG00000186889,2,62500221,62511894,200728
ENSG00000138386,2,190646746,190692766,4664
ENSG00000115339,2,165747591,165794682,2591
ENSG00000116035,2,70900590,70933446,25806
ENSG00000116031,2,70830214,70835822,50489
ENSG00000152672,2,70808643,70820600,165530
ENSG00000171863,2,3575205,3580919,6201
ENSG00000198885,2,96325331,96330517,150771
ENSG00000186522,2,109542982,109614206,151011
ENSG00000144460,2,225399710,225654018,57624
ENSG00000186143,2,27136848,27139410,339779
ENSG00000146205,2,241188509,241225377,50636
ENSG00000121989,2,147844517,147930826,92
ENSG00000035141,2,70295975,70302090,84908
ENSG00000127838,2,218270392,218346793,25953
ENSG00000183671,2,206175316,206218047,2825
ENSG00000119844,2,64524305,64593005,54812
ENSG00000072195,2,219434846,219498287,10290
ENSG00000072195,2,219434846,219498287,100996693
ENSG00000121988,2,135136916,135531236,84083
ENSG00000115839,2,135052265,135176394,22930
ENSG00000115361,2,210187939,210225491,33
ENSG00000175497,2,114442299,115845752,57628
ENSG00000115568,2,218637916,218659655,7701
ENSG00000115073,2,97655963,97664107,10120
ENSG00000168958,2,227325151,227357836,56947
ENSG00000123607,2,165857475,165953843,79809
ENSG00000168280,2,148875250,149026759,3800
ENSG00000144043,2,70985938,70994945,113419
ENSG00000144199,2,97083583,97094882,151313
ENSG00000118263,2,207074137,207167267,8609
ENSG00000115107,2,119223831,119265652,55240
ENSG00000170417,2,102736905,103019900,130827
ENSG00000048991,2,135531455,135725270,23518
ENSG00000216921,2,241893985,241902551,285095
ENSG00000123610,2,151357592,151380048,7130
ENSG00000173744,2,227472152,227561214,3267
ENSG00000115963,2,150468195,150539011,390
ENSG00000179921,2,218259496,218263859,151306
ENSG00000115827,2,171434217,171485052,80067
ENSG00000196460,2,101397361,101474703,731220
ENSG00000155636,2,178112424,178139011,129831
ENSG00000162981,2,14632686,14650814,151354
ENSG00000115221,2,160099666,160271888,3694
ENSG00000115221,2,160099666,160271888,100505984
ENSG00000170485,2,100820152,100996829,4862
ENSG00000151693,2,9206765,9405683,8853
ENSG00000159399,2,74833981,74893359,3099
ENSG00000188389,2,241849881,241858908,5133
ENSG00000153208,2,111898479,112029561,10461
ENSG00000135917,2,227685210,227718012,80704
ENSG00000136732,2,126655933,126696675,2995
ENSG00000168754,2,96875882,96986592,51252
ENSG00000085449,2,223855716,223945387,57590
ENSG00000151689,2,190343470,190371665,3628
ENSG00000019169,2,118942166,118994660,8685
ENSG00000163006,2,108786757,108885477,165055
ENSG00000011523,2,65056366,65087004,23177
ENSG00000114988,2,96705929,96740064,81562
ENSG00000168397,2,241637213,241673857,23192
ENSG00000115365,2,210431249,210477652,10314
ENSG00000115998,2,70149880,70248615,54980
ENSG00000132330,2,238060889,238099413,51540
ENSG00000163482,2,218672026,218702716,27148
ENSG00000018280,2,218382029,218396894,6556
ENSG00000115507,2,63050057,63057836,5013
ENSG00000170802,2,48314637,48379294,3344
ENSG00000135976,2,97113496,97264521,375248
ENSG00000172016,2,79157003,79159753,5068
ENSG00000163792,2,27149004,27156974,150921
ENSG00000135960,2,108894471,108989372,10913
ENSG00000155729,2,200488952,200519784,130535
ENSG00000138030,2,27086747,27100772,3795
ENSG00000169507,2,164896186,164955525,151258
ENSG00000138028,2,27098889,27119115,10669
ENSG00000082438,2,164653624,164843679,22837
ENSG00000163481,2,218663864,218672411,64320
ENSG00000284718,2,227728335,227728625,
ENSG00000284643,2,227598893,227599255,
ENSG00000284622,2,227608784,227608927,
ENSG00000124357,2,71064344,71079805,55577
ENSG00000135999,2,148644440,148787568,26122
ENSG00000036257,2,224470150,224585397,8452
ENSG00000132323,2,238170401,238203729,80895
ENSG00000163235,2,70447280,70554193,7039
ENSG00000135913,2,218450251,218568361,57695
ENSG00000198142,2,109614334,109618990,65124
ENSG00000174453,2,214411065,214578959,402117
ENSG00000153094,2,111119378,111168447,10018
ENSG00000153574,2,88691644,88750935,22934
ENSG00000135940,2,97646040,97648383,1329
ENSG00000162878,2,42048020,42058528,91461
ENSG00000226321,2,240906330,240993311,728763
ENSG00000091106,2,32224453,32265854,58484
ENSG00000173960,2,23927285,24004909,165324
ENSG00000152683,2,32165841,32224379,55676
ENSG00000119771,2,23385217,23708611,114818
ENSG00000091436,2,173075435,173268010,51776
ENSG00000277893,2,31522480,31581067,6716
ENSG00000163083,2,120346143,120351808,3625
ENSG00000158435,2,101252802,101270316,55571
ENSG00000273398,2,68131238,68261230,
ENSG00000163510,2,179944876,180007113,57703
ENSG00000155760,2,202034587,202038445,8324
ENSG00000182329,2,202073289,202205203,100652824
ENSG00000197223,2,68041130,68110948,10438
ENSG00000144233,2,127861630,127885922,83607
ENSG00000144191,2,98346155,98398601,1261
ENSG00000284635,2,227745845,227746681,
ENSG00000091428,2,172735274,173052893,11069
ENSG00000144452,2,214931542,215138428,26154
ENSG00000014641,2,63588609,63607197,4190
ENSG00000115392,2,58159243,58241372,55120
ENSG00000162881,2,42762481,42764261,165140
ENSG00000162804,2,240998838,241095568,25992
ENSG00000138380,2,202912214,202987063,79800
ENSG00000162972,2,199955317,200008540,79568
ENSG00000136720,2,128236716,128318577,9394
ENSG00000150551,2,132644853,132671579,116372
ENSG00000151779,2,15166909,15561330,51594
ENSG00000116030,2,202206180,202238608,7341
ENSG00000115355,2,55287842,55419921,55704
ENSG00000231672,2,217284019,217756593,
ENSG00000172292,2,168455862,168775137,253782
ENSG00000168385,2,241315100,241354027,4735
ENSG00000138073,2,27130756,27134675,10113
ENSG00000119862,2,64453969,64461381,29094
ENSG00000115604,2,102311529,102398775,8809
ENSG00000144591,2,219498867,219506989,29926
ENSG00000115598,2,102186973,102240002,8808
ENSG00000071967,2,171522247,171558133,79901
ENSG00000153093,2,110732573,111118222,55289
ENSG00000169031,2,227164565,227314792,1285
ENSG00000144021,2,96266132,96273349,9391
ENSG00000119772,2,25227855,25342590,1788
ENSG00000115386,2,79120362,79123419,5967
ENSG00000144488,2,238100157,238133287,339768
ENSG00000173166,2,203394345,203535410,65059
ENSG00000186281,2,96021946,96039451,150763
ENSG00000174501,2,95836919,95991831,
ENSG00000125633,2,117915478,118014133,54520
ENSG00000088205,2,117814650,117832379,8886
ENSG00000171055,2,36531805,36646087,9637
ENSG00000115677,2,241227264,241317061,3069
ENSG00000138379,2,190055697,190062729,2660
ENSG00000138443,2,203328219,203447723,10152
ENSG00000176204,2,76747719,77593319,80059
ENSG00000119004,2,203238940,203305611,57404
ENSG00000204186,2,206274663,206314428,57683
ENSG00000084693,2,27042364,27070622,60509
ENSG00000144010,2,95476967,95484731,653192
ENSG00000119777,2,27032910,27041695,54867
ENSG00000143933,2,47160082,47176601,805
ENSG00000123600,2,171317405,171434802,79828
ENSG00000072163,2,127638381,127681786,55679
ENSG00000074054,2,121337776,121649587,23332
ENSG00000134323,2,15940564,15947007,4613
ENSG00000275052,2,55547292,55618880,57223
ENSG00000158050,2,96143166,96145440,1844
ENSG00000249884,2,86505668,86721122,100526767
ENSG00000184924,2,24789734,24793382,391356
ENSG00000081052,2,227002711,227164113,1286
ENSG00000132300,2,86106182,86142157,55037
ENSG00000138395,2,201790461,201895550,65061
ENSG00000135622,2,74654228,74683853,10505
ENSG00000085760,2,55236595,55269347,4528
ENSG00000187231,2,179101692,179264790,91404
ENSG00000115474,2,232766464,232776568,3769
ENSG00000168887,2,85606654,85612066,388969
ENSG00000168894,2,85595725,85597613,51255
ENSG00000196504,2,152651593,152717997,55660
ENSG00000128645,2,176188579,176190907,3231
ENSG00000152049,2,223051814,223198399,23704
ENSG00000237412,2,232520463,232525716,646960
ENSG00000115325,2,74549026,74557554,1796
ENSG00000152430,2,197726879,197786762,66037
ENSG00000116120,2,222570536,222656337,10056
ENSG00000163082,2,222424517,222560948,130367
ENSG00000136695,2,113058638,113065382,26525
ENSG00000115649,2,219171897,219178106,27013
ENSG00000173209,2,61177418,61191203,130872
ENSG00000186684,2,127184120,127220078,339761
ENSG00000179915,2,49918505,51225575,9378
ENSG00000115464,2,61187463,61470769,9736
ENSG00000233087,2,131361111,131364142,150786
ENSG00000136688,2,112973203,112985665,56300
ENSG00000138074,2,27199587,27212958,8884
ENSG00000084090,2,96184859,96208825,56910
ENSG00000135900,2,223957404,223967714,65080
ENSG00000015568,2,109792758,109857695,84220
ENSG00000135953,2,102715840,102736888,84804
ENSG00000138092,2,24793136,24822376,79172
ENSG00000077044,2,233354507,233472104,8527
ENSG00000163449,2,216081866,216102783,92691
ENSG00000144355,2,172084740,172089677,1745
ENSG00000125551,2,87748087,87758793,5342
ENSG00000153253,2,165087522,165204067,6328
ENSG00000138069,2,65070701,65130106,5861
ENSG00000158428,2,218356856,218368099,375307
ENSG00000150556,2,149038107,149215262,130576
ENSG00000138081,2,47789316,47905793,80204
ENSG00000128708,2,171922448,171983682,8520
ENSG00000095002,2,47402969,47562311,4436
ENSG00000135973,2,105241743,105243049,11250
ENSG00000153563,2,86784610,86808396,925
ENSG00000021826,2,210477682,210679107,1373
ENSG00000116005,2,70257386,70281191,51449
ENSG00000068654,2,86020216,86106155,
ENSG00000178568,2,211375717,212538841,2066
ENSG00000115641,2,105357712,105438513,2274
ENSG00000135974,2,105337359,105349211,79074
ENSG00000135966,2,105264391,105330034,9392
ENSG00000168427,2,238138722,238152947,377007
ENSG00000077380,2,171687409,171748420,1781
ENSG00000138031,2,24819169,24919839,109
ENSG00000182263,2,163593396,163736012,55137
ENSG00000138449,2,189560579,189583758,30061
ENSG00000122085,2,241072169,241102332,130916
ENSG00000233757,2,95207535,95259774,
ENSG00000123992,2,219373546,219400022,23549
ENSG00000144285,2,165984641,166149214,6323
ENSG00000173163,2,61888724,62147247,150684
ENSG00000183733,2,70777310,70790643,344018
ENSG00000168393,2,241675742,241686991,1841
ENSG00000124019,2,224378698,224402085,79843
ENSG00000144410,2,206939554,206969474,130749
ENSG00000143995,2,66433452,66573869,4211
ENSG00000171227,2,119429901,119438520,140738
ENSG00000143994,2,27123789,27130812,84696
ENSG00000163064,2,118842171,118847678,2019
ENSG00000196141,2,200305881,200482263,26010
ENSG00000198380,2,69319769,69387254,2673
ENSG00000136699,2,130151392,130182750,55627
ENSG00000219626,2,24076526,24169640,375190
ENSG00000119820,2,32277910,32316594,84272
ENSG00000119782,2,24049701,24063681,2281
ENSG00000074047,2,120735623,120992653,2736
ENSG00000115661,2,219245455,219250337,8576
ENSG00000115350,2,74958492,74970128,56655
ENSG00000196862,2,107826937,107890841,285190
ENSG00000115866,2,135906677,135986100,1615
ENSG00000115526,2,100391860,100417656,9486
ENSG00000204335,2,170715351,170718078,389058
ENSG00000172954,2,30447226,30644225,253558
ENSG00000168906,2,85539165,85545280,4144
ENSG00000115317,2,74529377,74533348,27429
ENSG00000007001,2,157876702,158136154,151531
ENSG00000162944,2,197568224,197676045,130132
ENSG00000214694,2,38889880,38975449,100271715
ENSG00000213160,2,169694488,169776989,151230
ENSG00000213160,2,169694488,169776989,100526832
ENSG00000151690,2,190408355,190509205,54842
ENSG00000128641,2,191245185,191425389,4430
ENSG00000135919,2,223975112,224039319,5270
ENSG00000138378,2,191029576,191151596,6775
ENSG00000155052,2,124025287,124915287,129684
ENSG00000211460,2,121737103,121767853,7247
ENSG00000135926,2,218274192,218292586,64114
ENSG00000150938,2,36355926,36551135,51232
ENSG00000064933,2,189784085,189877629,5378
ENSG00000154252,2,241776825,241804208,64090
ENSG00000005436,2,75652000,75710989,6936
ENSG00000168530,2,210290150,210315190,4632
ENSG00000163466,2,218217094,218254356,10109
ENSG00000115380,2,55865967,55924139,2202
ENSG00000169756,2,108534355,108687246,3987
ENSG00000134308,2,9583972,9631014,10971
ENSG00000138442,2,202874782,203014798,55759
ENSG00000144029,2,95087207,95149434,64969
ENSG00000119878,2,46616416,46625742,9419
ENSG00000144026,2,95147330,95165413,84874
ENSG00000119729,2,46541806,46583121,23433
ENSG00000119888,2,47345158,47387601,4072
ENSG00000138356,2,200585868,200677064,316
ENSG00000175701,2,110211529,110245420,
ENSG00000204406,2,148021011,148516971,55777
ENSG00000078098,2,162170684,162245151,2191
ENSG00000114933,2,205993721,206086303,54891
ENSG00000183023,2,40097270,40611053,6546
ENSG00000116127,2,73385758,73610793,7840
ENSG00000003436,2,187464230,187565760,7035
ENSG00000124380,2,69893560,69905575,11017
ENSG00000162961,2,31867809,32039812,84661
ENSG00000136535,2,161416094,161425870,10716
ENSG00000138035,2,55634265,55693910,87178
ENSG00000127824,2,219249711,219278170,7277
ENSG00000175874,2,101345551,101387595,200407
ENSG00000163521,2,219236606,219245478,79411
ENSG00000170340,2,62196113,62224731,10678
ENSG00000169679,2,110637698,110678114,699
ENSG00000183054,2,110513812,110577185,729540
ENSG00000172878,2,171999583,172082430,254042
ENSG00000115840,2,171784370,171999859,8604
ENSG00000184261,2,47516581,47570939,56660
ENSG00000189362,2,190504342,190534722,100131211
ENSG00000256671,2,110446640,110473075,100288695
ENSG00000170264,2,61824854,61854143,84140
ENSG00000138085,2,27212027,27217178,51374
ENSG00000115947,2,147930397,148021604,5000
ENSG00000115364,2,75646783,75690851,9801
ENSG00000180251,2,102473303,102533972,389015
ENSG00000130561,2,233307816,233347055,6295
ENSG00000115368,2,189441433,189475565,84128
ENSG00000115525,2,85837120,85905199,8869
ENSG00000204262,2,189031896,189179879,1290
ENSG00000115590,2,101991844,102028544,7850
ENSG00000018699,2,32628032,32821051,55622
